FD ,UD,RÉGION,IDCC déclaré,SIRET,Raison sociale,CP,Ville,durée mandat,Nb Colleges,Inscrits par CSE,% Inscrits ICTAM,Votants par CSE,Taux Participation,SVE CSE,Taille_entreprise,Taille_entreprise_2,Presence CGT,Presence CFDT,Presence FO,Presence CFTC,Presence CGC,Presence UNSA,Presence SUD,Presence AUTRES,CGT par CSE,% CGT,CFDT par CSE,FO par CSE,CFTC par CSE,CGC par CSE,UNSA par CSE,SUD par CSE,AUTRES par CSE,Date_prochain scrutin,Année du prochain mandat,Date Visite syndicat,Date Formation,Quadrimestre prochain scrutin,Siren,Effectif Siren,Tranche effectif Siren,"Groupe SBF 120
O/N",Nom du groupe,UL CONCERNÉE,Intitulé de la convention Collective
FNSCBA,67,GES,2614,44397726900119,EST MAINTENANCE SERVICE,67800,HOENHEIM,4A,2,82,0.6341463414634146,53,0.646,51.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,2028-06-14,2028,2027-06-15,2027-08-14 20:00:00,2028-2,443 977 269,153,100 à 199,CAC40,VINCI,UL SCHILTIGHEIM,CC TRAVAUX PUBLICS ETAM
FNSCBA,93,IDF,3212,52922925400048,CEGELEC OIL ET GAS,93200,ST DENIS,4A,1,82,1.0,42,0.512,32.0,50 à 99,De 11 à 100,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2028-09-06,2028,2027-09-07,2027-11-06 20:00:00,2028-3,529 229 254,82,De 11 à 100,CAC40,VINCI,UL SAINT DENIS,CCN des cadres des travaux publics
FNSCBA,42,AURA,1597,88575052100035,COMTE,42600,CHAMPDIEU,4A,2,82,0.32926829268292684,35,0.427,33.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2027-07-04,2027,2026-07-04,2026-09-02 20:00:00,2027-2,885 750 521,82,De 11 à 100,CAC40,VINCI,UL MONTBRISON,CC BATIMENT OUVRIERS (PLUS DE 10 SALARIES)
FNSCBA,59,NPC,1597,30389008100217,CARDEM,59590,RAISMES,4A,2,81,0.35802469135802467,70,0.864,64.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,17.0,0.265625,0.0,47.0,0.0,0.0,0.0,0.0,0.0,2027-06-09,2027,2026-06-09,2026-08-08 20:00:00,2027-2,303 890 081,152,100 à 199,CAC40,VINCI,UL ST AMAND LES EAUX,CC BATIMENT OUVRIERS (PLUS DE 10 SALARIES)
METAUX,31,OCC,3248,31915987700194,THALES LAS FRANCE SAS,31700,BLAGNAC,3A,3,81,0.6419753086419753,74,0.914,67.0,50 à 99,De 11 à 100,O,N,N,N,N,N,O,N,23.0,0.34328358208955223,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2025-09-15,2025,2024-09-15,2024-11-14 20:00:00,2025-3,319 159 877,7076,5000 à 9999,CAC40,THALES,UL BLAGNAC,CCN de la métallurgie
METAUX,93,IDF,3248,38272037300044,ARCELORMITTAL TREASURY,93212,LA PLAINE ST DENIS,4A,2,81,1.0,63,0.778,57.0,50 à 99,De 11 à 100,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,2026-11-07,2026,2025-11-07,2026-01-06 20:00:00,2026-3,382 720 373,81,De 11 à 100,CAC40,ARCELORMITTAL,,CCN de la métallurgie
COMMERCE & SERVICES,76,NOR,2216,38325793800019,SA DISTRIVAL,76600,LE HAVRE,4A,1,81,0.0,67,0.827,67.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,26.0,0.3880597014925373,0.0,41.0,0.0,0.0,0.0,0.0,0.0,2027-09-29,2027,2026-09-29,2026-11-28 20:00:00,2027-3,383 257 938,81,De 11 à 100,CAC40,CARREFOUR,UL 76,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,59,NPC,1090,53854793600020,SLSDPR,59175,TEMPLEMARS,4A,2,81,0.49382716049382713,75,0.926,73.0,50 à 99,De 11 à 100,O,O,O,N,O,N,N,N,14.0,0.1917808219178082,22.0,16.0,0.0,21.0,0.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,538 547 936,81,De 11 à 100,CAC40,PSA GROUPE,UL SECLIN,CC AUTOMOBILE SERVICES
METAUX,58,BFC,3248,55203223700034,AXA STENMAN FRANCE,58500,CLAMECY,4A,2,81,0.37037037037037035,41,0.506,29.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,N,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-04-16,2028,2027-04-17,2027-06-16 20:00:00,2028-1,552 032 237,81,De 11 à 100,CAC40,AXA,UL 58,CCN de la métallurgie
TRANSPORTS,45,CVL,2149,8688003600024,SOCCOIM,45380,CHAINGY,4A,2,80,0.575,57,0.713,54.0,50 à 99,De 11 à 100,O,O,O,N,N,O,N,N,24.5,0.4537037037037037,2.0,3.0,0.0,0.0,24.5,0.0,0.0,2027-01-26,2027,2026-01-26,2026-03-27 20:00:00,2027-1,086 880 036,421,400 à 499,CAC40,VEOLIA ENVIRONNEMENT,UL BEAUGENCY/MEUNG SUR LOIRE,CC DECHET ACTIVITES
METAUX,77,IDF,3248,31626302900050,SG CD NEMOURS SG CD FRANCE,77140,ST PIERRE LES NEMOURS,3A,1,80,0.0,56,0.7,54.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,28.0,0.5185185185185185,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-05-02,2027,2026-05-02,2026-07-01 20:00:00,2027-2,316 263 029,80,De 11 à 100,CAC40,SAINT-GOBAIN,UL NEMOURS,CCN de la métallurgie
FNSCBA,54,GES,2614,32585735700173,EUROVIA ALSACE LORRAINE,54150,BRIEY,4A,1,80,1.0,49,0.613,16.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-06-05,2027,2026-06-05,2026-08-04 20:00:00,2027-2,325 857 357,784,500 à 999,CAC40,VINCI,UL HOMECOURT,CC TRAVAUX PUBLICS ETAM
FNSCBA,10,GES,2614,32933888302399,ETABLISSEMENT DE L'AUBE,10600,LA CHAPELLE ST LUC,4A,2,80,0.2875,59,0.738,50.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2026-10-19,2026,2025-10-19,2025-12-18 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL TROYES,CC TRAVAUX PUBLICS ETAM
FNSCBA,9,OCC,1702,32933888304056,COLAS FRANCE TO VARILHES,9120,VARILHES,4A,2,80,0.375,68,0.85,57.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,2026-10-11,2026,2025-10-11,2025-12-10 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL PAMIERS,CC TRAVAUX PUBLICS OUVRIERS
TRANSPORTS,35,BRE,275,38121118400019,SAFRAN LANDING SYSTEMS SERVICES DINARD,35800,ST LUNAIRE,4A,1,80,1.0,68,0.85,68.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,34.0,0.5,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2027-10-04,2027,2026-10-04,2026-12-03 20:00:00,2027-3,381 211 184,80,De 11 à 100,CAC40,SAFRAN,UL SAINT MALO,CC TRANSPORT AERIEN PERSONNEL AU SOL
FNSCBA,92,IDF,1597,44397573500129,SDEL IMTEC ET SERVICES COMMUNS,92047,PARIS LA DEFENSE,4A,3,80,0.8,67,0.838,64.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2027-06-15,2027,2026-06-15,2026-08-14 20:00:00,2027-2,443 975 735,261,200 à 299,CAC40,VINCI,,CC BATIMENT OUVRIERS (PLUS DE 10 SALARIES)
FNSCBA,33,NAQ,3212,46420207600087,CEPECA-CITEOS,33170,GRADIGNAN,4A,3,80,0.6375,66,0.825,57.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-06-09,2027,2026-06-09,2026-08-08 20:00:00,2027-2,464 202 076,80,De 11 à 100,CAC40,VINCI,UL PESSAC,CCN des cadres des travaux publics
COMMERCE & SERVICES,69,AURA,2216,48759616500141,LYON CONFLUENCE - SDNH,69002,LYON,4A,2,80,0.0875,60,0.75,59.0,50 à 99,De 11 à 100,O,N,O,N,O,N,N,N,7.0,0.11864406779661017,0.0,45.0,0.0,7.0,0.0,0.0,0.0,2027-10-10,2027,2026-10-10,2026-12-09 20:00:00,2027-3,487 596 165,1068,1000 à 1999,CAC40,CARREFOUR,,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,29,BRE,2614,54206417500699,BRETAGNE,29150,CHATEAULIN,4A,2,80,0.4375,70,0.875,69.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,2028-01-19,2028,2027-01-19,2027-03-20 20:00:00,2028-1,542 064 175,781,500 à 999,CAC40,BOUYGUES,UL QUIMPER,CC TRAVAUX PUBLICS ETAM
FNSCBA,78,IDF,2272,55980010700059,SVR RAMBOUILLET,78125,GAZERAN,4A,2,80,0.2375,50,0.625,46.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,11.0,0.2391304347826087,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-01-22,2028,2027-01-22,2027-03-23 20:00:00,2028-1,559 800 107,80,De 11 à 100,CAC40,VEOLIA ENVIRONNEMENT,UL RAMBOUILLET,CC ASSAINISSEMENT ET MAINTENANCE INDUSTRIELLE
FNSCBA,59,NPC,1702,58208178200507,LILLE,59162,OSTRICOURT,4A,2,80,0.4375,69,0.863,69.0,50 à 99,De 11 à 100,N,N,O,O,N,N,N,N,0.0,0.0,0.0,30.0,39.0,0.0,0.0,0.0,0.0,2026-11-07,2026,2025-11-07,2026-01-06 20:00:00,2026-3,582 081 782,1274,1000 à 1999,CAC40,BOUYGUES,UL SECLIN,CC TRAVAUX PUBLICS OUVRIERS
METAUX,38,AURA,3248,31902489900035,NUVIA  PROTECTION,38510,MORESTEL,4A,1,79,1.0,34,0.43,16.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2026-03-10,2026,2025-03-10,2025-05-09 20:00:00,2026-1,319 024 899,79,De 11 à 100,CAC40,VINCI,UL LA TOUR DU PIN,CCN de la métallurgie
FNSCBA,57,GES,1597,32246444700117,SOC NOUVELLE CHANZY PARDOUX,57130,ARS SUR MOSELLE,4A,2,79,0.26582278481012656,54,0.684,53.0,50 à 99,De 11 à 100,O,N,N,O,N,N,N,N,6.0,0.11320754716981132,0.0,0.0,47.0,0.0,0.0,0.0,0.0,2027-03-17,2027,2026-03-17,2026-05-16 20:00:00,2027-1,322 464 447,79,De 11 à 100,CAC40,VINCI,UL METZ,CC BATIMENT OUVRIERS (PLUS DE 10 SALARIES)
FNSCBA,83,PACA,2614,32933888301532,COLAS FRANCE TSE AGENCE LA GARDE,83130,LA GARDE,4A,2,79,0.35443037974683544,68,0.861,66.0,50 à 99,De 11 à 100,O,N,N,O,N,N,N,N,42.0,0.6363636363636364,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL LA GARDE,CC TRAVAUX PUBLICS ETAM
FNSCBA,76,NOR,1702,34905451000053,EUROVIA HAUTE NORMANDIE,76880,ARQUES LA BATAILLE,4A,2,79,0.3670886075949367,57,0.722,44.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-05-09,2027,2026-05-09,2026-07-08 20:00:00,2027-2,349 054 510,199,100 à 199,CAC40,VINCI,UL 76,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,79,NAQ,2614,41239570900022,EUROVIA POITOU CHARENTES LIMOUSIN,79000,NIORT,4A,2,79,0.2911392405063291,67,0.848,54.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,31.0,0.5740740740740741,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2027-10-09,2027,2026-10-09,2026-12-08 20:00:00,2027-3,412 395 709,687,500 à 999,CAC40,VINCI,UL NIORT,CC TRAVAUX PUBLICS ETAM
FNSCBA,91,IDF,1702,42094822600055,EUROVIA ILE-DE-FRANCE,91302,MASSY,4A,1,79,0.0,43,0.544,38.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-06-06,2027,2026-06-06,2026-08-05 20:00:00,2027-2,420 948 226,193,100 à 199,CAC40,VINCI,UL MASSY,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,92,IDF,2609,44397573500137,SDEL GPI,92047,PARIS LA DEFENSE,4A,2,79,0.5063291139240507,69,0.873,63.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,15.0,0.23809523809523808,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2027-06-15,2027,2026-06-15,2026-08-14 20:00:00,2027-2,443 975 735,261,200 à 299,CAC40,VINCI,,CC BATIMENT ETAM
TRANSPORTS,83,PACA,275,53793505800025,SOCIETE D EXPLOITATION DE L AEROPORT TOULON HYERES,83400,HYERES,4A,2,79,0.08860759493670886,60,0.759,60.0,50 à 99,De 11 à 100,N,O,N,O,O,N,N,N,0.0,0.0,26.5,0.0,26.5,7.0,0.0,0.0,0.0,2026-05-17,2026,2025-05-17,2025-07-16 20:00:00,2026-2,537 935 058,79,De 11 à 100,CAC40,VINCI,UL HYERES,CC TRANSPORT AERIEN PERSONNEL AU SOL
VERRE & CERAMIQUE,77,IDF,669,56205331400075,SAINT-GOBAIN QUARTZ SAS,77140,ST PIERRE LES NEMOURS,4A,2,79,0.569620253164557,62,0.785,52.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,31.0,0.5961538461538461,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-21,2027,2026-11-21,2027-01-20 20:00:00,2027-3,562 053 314,79,De 11 à 100,CAC40,SAINT-GOBAIN,UL NEMOURS,CC VERRE FABRICATION MECANIQUE INDUSTRIES
FNSCBA,13,PACA,1702,32543512100059,EJL MEDITERRANEE,13220,CHATEAUNEUF LES MARTIGUES,4A,2,78,0.3333333333333333,55,0.705,53.0,50 à 99,De 11 à 100,O,O,N,N,O,N,N,N,19.0,0.3584905660377358,11.0,0.0,0.0,23.0,0.0,0.0,0.0,2027-10-16,2027,2026-10-16,2026-12-15 20:00:00,2027-3,325 435 121,78,De 11 à 100,CAC40,VINCI,UL MARTIGUES,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,44,PDL,2614,32933888300427,COLAS FRANCE TO COLAS GADAIS,44116,VIEILLEVIGNE,4A,2,78,0.2948717948717949,69,0.885,62.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,2026-10-13,2026,2025-10-13,2025-12-12 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL SUD LOIRE,CC TRAVAUX PUBLICS ETAM
FNSCBA,50,NOR,2614,32933888302514,COLAS FRANCE TIDFN CHERBOURG,50700,BRIX,4A,2,78,0.358974358974359,63,0.808,58.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,2026-10-10,2026,2025-10-10,2025-12-09 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL VALOGNES,CC TRAVAUX PUBLICS ETAM
FNSCBA,48,OCC,1702,32933888302613,COLAS FRANCE TSE AGENCE LOZERE,48000,MENDE,4A,2,78,0.28205128205128205,65,0.833,50.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL 48,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,2B,COR,2614,33046450400043,SOCIETE CORSE TRAVAUX TRAVAUX PUBLICS ROUTIERS,20270,ALERIA,4A,2,78,0.3076923076923077,69,0.885,64.0,50 à 99,De 11 à 100,N,N,O,N,O,N,N,O,0.0,0.0,0.0,26.0,0.0,12.0,0.0,0.0,26.0,2027-05-23,2027,2026-05-23,2026-07-22 20:00:00,2027-2,330 464 504,78,De 11 à 100,CAC40,VINCI,UL UD HAUTE CORSE,CC TRAVAUX PUBLICS ETAM
FNSCBA,6,PACA,3212,53791607400256,VINCI FACILITIES TERTIAIRE COTE D AZUR,6410,BIOT,4A,2,78,0.34615384615384615,64,0.821,64.0,50 à 99,De 11 à 100,N,N,O,O,N,N,N,N,0.0,0.0,0.0,18.0,46.0,0.0,0.0,0.0,0.0,2028-11-28,2028,2027-11-29,2028-01-28 20:00:00,2028-3,537 916 074,78,De 11 à 100,CAC40,VINCI,UL ANTIBES,CCN des cadres des travaux publics
FNSCBA,61,NOR,1702,32933888300690,COLAS FRANCE TIDFN ORNE,61000,ALENCON,4A,2,77,0.3116883116883117,70,0.909,49.0,50 à 99,De 11 à 100,N,O,N,O,N,N,N,N,0.0,0.0,6.0,0.0,43.0,0.0,0.0,0.0,0.0,2026-10-07,2026,2025-10-07,2025-12-06 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL ALENCON ,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,78,IDF,2420,32933888302092,COLAS FRANCE TIDFN BATIMENT MILIEU OCCUPE IDF,78114,MAGNY LES HAMEAUX,4A,2,77,1.0,62,0.805,56.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,2026-10-04,2026,2025-10-04,2025-12-03 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL SQY,CC BATIMENT CADRES
FNSCBA,13,PACA,1702,33405736100126,FREYSSINET FRANCE,13881,GEMENOS,4A,2,77,0.4675324675324675,27,0.351,20.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-05-26,2027,2026-05-26,2026-07-25 20:00:00,2027-2,334 057 361,470,400 à 499,CAC40,VINCI,UL AUBAGNE,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,34,OCC,1702,42861352500024,EUROVIA LANGUEDOC ROUSSILLON,34670,BAILLARGUES,4A,2,77,0.44155844155844154,69,0.896,63.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,O,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,30.0,2027-11-13,2027,2026-11-13,2027-01-12 20:00:00,2027-3,428 613 525,420,400 à 499,CAC40,VINCI,UL MONTPELLIER,CC TRAVAUX PUBLICS OUVRIERS
COMMERCE & SERVICES,41,CVL,2216,48759616500083,ROMORANTIN PLAISANCE - SDNH,41200,ROMORANTIN,4A,2,77,0.06493506493506493,46,0.597,45.0,50 à 99,De 11 à 100,N,N,O,N,O,N,N,N,0.0,0.0,0.0,40.0,0.0,5.0,0.0,0.0,0.0,2027-10-10,2027,2026-10-10,2026-12-09 20:00:00,2027-3,487 596 165,1068,1000 à 1999,CAC40,CARREFOUR,UL ROMORANTIN,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,21,BFC,2216,48759616500125,BEAUNE - SDNH,21200,BEAUNE,4A,2,77,0.07792207792207792,61,0.792,59.0,50 à 99,De 11 à 100,N,N,O,N,N,N,N,N,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,2027-10-10,2027,2026-10-10,2026-12-09 20:00:00,2027-3,487 596 165,1068,1000 à 1999,CAC40,CARREFOUR,UL SUD COTE D OR,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNIC,76,NOR,1388,52922174900128,TOTALENERGIES RAFFINAGE FRANCE OUDALLE,76430,OUDALLE,42M,2,77,1.0,67,0.87,65.0,50 à 99,De 11 à 100,O,N,N,N,O,N,N,N,43.0,0.6615384615384615,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2025-11-25,2025,2024-11-25,2025-01-24 20:00:00,2025-3,529 221 749,4154,4000 à 4999,CAC40,TOTAL,UL 76,CC PETROLE INDUSTRIE
[FD NON RENSEIGNEE],6,PACA,9999,53525804000067,VINCI FACILITES INDUSTRIE COTE D AZUR,6410,BIOT,4A,2,77,0.8181818181818182,57,0.74,56.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,4.0,0.07142857142857142,52.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-10-18,2028,2027-10-19,2027-12-18 20:00:00,2028-3,535 258 040,105,100 à 199,CAC40,VINCI,UL ANTIBES,IDCC non renseignée ou inconnue
FNSCBA,13,PACA,1702,54206417500723,PORT DE BOUC,13521,PORT DE BOUC,4A,2,77,0.45454545454545453,66,0.857,63.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,27.0,0.42857142857142855,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2028-01-19,2028,2027-01-19,2027-03-20 20:00:00,2028-1,542 064 175,781,500 à 999,CAC40,BOUYGUES,UL PORT DE BOUC,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,92,IDF,2614,61202680700125,SOGEA-SATOM,92000,NANTERRE,4A,2,77,0.22077922077922077,50,0.649,42.0,50 à 99,De 11 à 100,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2027-10-23,2027,2026-10-23,2026-12-22 20:00:00,2027-3,612 026 807,77,De 11 à 100,CAC40,VINCI,UL NANTERRE,CC TRAVAUX PUBLICS ETAM
FNSCBA,1,AURA,2614,77814780100113,PERRIER CTPG,1360,LOYETTES,4A,2,77,0.2987012987012987,67,0.87,61.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,2026-06-13,2026,2025-06-13,2025-08-12 20:00:00,2026-2,778 147 801,287,200 à 299,CAC40,BOUYGUES,UL LAGNIEU,CC TRAVAUX PUBLICS ETAM
FNAF,74,AURA,1513,79708085000275,SOCIETE ANONYME DES EAUX MINERALES D'EVIAN,74500,EVIAN LES BAINS,4A,2,77,0.4025974025974026,77,1.0,74.0,50 à 99,De 11 à 100,O,N,O,N,N,N,N,N,18.0,0.24324324324324326,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2027-11-13,2027,2026-11-13,2027-01-12 20:00:00,2027-3,797 080 850,1789,1000 à 1999,CAC40,DANONE,UL THONON,CC EAUX BOISSONS SANS ALCOOL PRODUCTION
TRANSPORTS,83,PACA,2149,7180020500131,BRONZO SA,83200,TOULON,4A,2,76,0.10526315789473684,62,0.816,61.0,50 à 99,De 11 à 100,N,O,O,N,N,N,N,N,0.0,0.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,2028-02-08,2028,2027-02-08,2027-04-09 20:00:00,2028-1,071 800 205,265,200 à 299,CAC40,VEOLIA ENVIRONNEMENT,UL TOULON,CC DECHET ACTIVITES
METAUX,52,GES,3248,31079202300346,ARCELORMITTAL WIRE FRANCE,52100,ST DIZIER,4A,2,76,0.23684210526315788,65,0.855,64.0,50 à 99,De 11 à 100,N,O,O,N,O,N,N,N,0.0,0.0,11.0,40.0,0.0,13.0,0.0,0.0,0.0,2026-11-17,2026,2025-11-17,2026-01-16 20:00:00,2026-3,310 792 023,351,300 à 399,CAC40,ARCELORMITTAL,UL 52,CCN de la métallurgie
FNSCBA,69,AURA,2614,33405736100290,FREYSSINET FRANCE,69630,CHAPONOST,4A,2,76,0.4342105263157895,13,0.171,13.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,3.0,0.23076923076923078,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-05-26,2027,2026-05-26,2026-07-25 20:00:00,2027-2,334 057 361,470,400 à 499,CAC40,VINCI,UL OULLINS,CC TRAVAUX PUBLICS ETAM
SOCIETES D'ETUDES,92,IDF,1486,39914019300448,"AXIANS CLOUD SERVICES PROVIDER, AXIANS DIGITAL HEALTHCARE ET UF",92250,LA GARENNE COLOMBES,4A,3,76,0.6052631578947368,52,0.684,48.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2028-12-03,2028,2027-12-04,2028-02-02 20:00:00,2028-3,399 140 193,76,De 11 à 100,CAC40,VINCI,UL COURBEVOIE,"CCN des bureaux d'études techniques, des cabinets d'ingénieurs-conseils et des sociétés de conseils du 16 juillet 2021"
METAUX,74,AURA,3248,40071180000039,EVERAXIS INDUSTRIES,74100,ANNEMASSE,4A,2,76,0.6052631578947368,67,0.882,55.0,50 à 99,De 11 à 100,O,N,N,N,N,N,N,N,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-05-22,2027,2026-05-22,2026-07-21 20:00:00,2027-2,400 711 800,76,De 11 à 100,CAC40,AIRBUS,UL ANNEMASSE,CCN de la métallurgie
FNSCBA,82,OCC,2614,41462916200218,EUROVIA MIDI PYRENEES,82000,MONTAUBAN,4A,2,76,0.34210526315789475,64,0.842,62.0,50 à 99,De 11 à 100,N,O,N,N,N,N,N,N,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-04-03,2027,2026-04-03,2026-06-02 20:00:00,2027-1,414 629 162,256,200 à 299,CAC40,VINCI,UL 82,CC TRAVAUX PUBLICS ETAM
TRANSPORTS,63,AURA,275,49905061500024,SEACFA,63510,AULNAT,4A,2,76,0.4473684210526316,62,0.816,58.0,50 à 99,De 11 à 100,O,O,N,N,N,N,N,N,33.0,0.5689655172413793,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,499 050 615,76,De 11 à 100,CAC40,VINCI,UL GERZAT,CC TRANSPORT AERIEN PERSONNEL AU SOL
FNSCBA,92,IDF,3212,50311722800059,VINCI ENERGIES MANAGEMENT,92741,NANTERRE,4A,1,76,0.0,58,0.763,58.0,50 à 99,De 11 à 100,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2027-10-23,2027,2026-10-23,2026-12-22 20:00:00,2027-3,503 117 228,76,De 11 à 100,CAC40,VINCI,UL NANTERRE,CCN des cadres des travaux publics
FNSCBA,57,GES,2614,53790865900106,CEGELEC LORRAINE ALSACE,57490,CARLING,4A,1,76,0.0,34,0.447,33.0,50 à 99,De 11 à 100,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2027-06-16,2027,2026-06-16,2026-08-15 20:00:00,2027-2,537 908 659,76,De 11 à 100,CAC40,VINCI,UL SAINT AVOLD,CC TRAVAUX PUBLICS ETAM
